Phone Number,Call Time,Call Type,Call Status,Call Duration (minutes)
576.607.8499,2024-12-26 08:18:00,Inbound,Answered,5.1
001-733-337-3231x25184,2024-12-26 04:17:00,Inbound,Answered,2.6166666666666667
+1-439-765-1178x55503,2024-12-26 19:16:00,Inbound,Answered,9.566666666666666
603-771-1695,2024-12-26 07:00:00,Inbound,Missed,2.3666666666666667
451.440.3639x71293,2024-12-26 02:20:00,Inbound,Missed,9.85
(478)500-0001x962,2024-12-26 18:55:00,Inbound,Answered,7.433333333333334
(854)374-1887x7734,2024-12-26 07:04:00,Inbound,Answered,1.6166666666666667
284-890-4863x914,2024-12-26 20:00:00,Inbound,Answered,6.116666666666666
817.871.6437,2024-12-26 07:22:00,Inbound,Answered,2.0166666666666666
+1-554-416-1395,2024-12-26 07:57:00,Inbound,Answered,6.683333333333334
290-710-4764,2024-12-26 11:12:00,Inbound,Answered,6.183333333333334
488.788.2186,2024-12-26 05:02:00,Inbound,Answered,5.15
+1-380-795-3567x77211,2024-12-26 20:20:00,Inbound,Answered,2.9833333333333334
001-974-261-4420x874,2024-12-26 00:05:00,Inbound,Answered,4.35
582-298-6845,2024-12-26 09:27:00,Inbound,Answered,5.166666666666667
(338)474-6444,2024-12-26 04:56:00,Inbound,Answered,0.6666666666666666
(621)738-4893x031,2024-12-26 04:26:00,Inbound,Answered,2.1666666666666665
001-804-786-1069x83029,2024-12-26 18:26:00,Inbound,Answered,6.933333333333334
705.660.6692x18912,2024-12-26 08:33:00,Inbound,Answered,4.283333333333333
301.467.9788,2024-12-26 05:57:00,Inbound,Answered,6.95
420.246.3125x85307,2024-12-26 03:45:00,Inbound,Missed,2.283333333333333
619-867-2411x27308,2024-12-26 22:33:00,Inbound,Answered,2.6
549.850.0539x8778,2024-12-26 00:52:00,Inbound,Answered,3.4833333333333334
832-286-0093x4544,2024-12-26 04:29:00,Inbound,Answered,9.483333333333333
(618)465-1317,2024-12-26 00:30:00,Inbound,Missed,5.716666666666667
(486)802-6311,2024-12-26 12:13:00,Inbound,Answered,8.85
(473)979-8943,2024-12-26 08:07:00,Inbound,Answered,2.1166666666666667
+1-451-758-7710x36325,2024-12-26 20:05:00,Inbound,Answered,9.516666666666667
(484)917-7395x7315,2024-12-26 11:03:00,Inbound,Answered,6.45
001-253-594-0473x676,2024-12-26 00:32:00,Inbound,Answered,5.3
568.839.2934x6256,2024-12-26 05:56:00,Inbound,Answered,9.9
673-851-0360x361,2024-12-26 09:03:00,Inbound,Answered,5.116666666666666
(532)547-3568x09785,2024-12-26 01:47:00,Inbound,Missed,2.183333333333333
+1-320-510-9164x029,2024-12-26 04:19:00,Inbound,Missed,1.3166666666666667
745-640-9929x46348,2024-12-26 14:22:00,Inbound,Answered,3.4
9037739150,2024-12-26 17:57:00,Inbound,Answered,5.916666666666667
(930)939-6243x8300,2024-12-26 03:52:00,Inbound,Answered,7.133333333333334
(258)921-5293x446,2024-12-26 02:10:00,Inbound,Answered,3.5833333333333335
332-355-8455,2024-12-26 16:15:00,Inbound,Answered,6.383333333333334
001-259-523-6135x38254,2024-12-26 15:18:00,Inbound,Answered,9.566666666666666
643-916-7210x2366,2024-12-26 12:21:00,Inbound,Answered,9.9
843.895.9345,2024-12-26 17:31:00,Inbound,Missed,7.366666666666666
(760)332-4239,2024-12-26 20:15:00,Inbound,Answered,8.633333333333333
791.970.2556x9967,2024-12-26 03:43:00,Inbound,Answered,2.6666666666666665
(919)875-9788x0513,2024-12-26 15:25:00,Inbound,Answered,4.916666666666667
375-639-6827x83761,2024-12-26 17:11:00,Inbound,Missed,0.65
(277)634-4760,2024-12-26 07:33:00,Inbound,Answered,9.25
554-624-7467x6152,2024-12-26 20:59:00,Inbound,Answered,3.15
(892)743-6975x8463,2024-12-26 01:28:00,Inbound,Missed,2.65
657-205-3094x6384,2024-12-26 22:29:00,Inbound,Answered,2.933333333333333
930.971.2571x12033,2024-12-26 17:47:00,Inbound,Answered,6.95
001-279-330-3528x3487,2024-12-26 10:17:00,Inbound,Missed,5.05
(623)963-2612x75453,2024-12-26 15:38:00,Inbound,Answered,1.4
001-205-281-5468,2024-12-26 21:57:00,Inbound,Missed,6.816666666666666
527.831.5670x2707,2024-12-26 01:03:00,Inbound,Answered,4.75
(327)250-4907,2024-12-26 02:04:00,Inbound,Answered,7.633333333333334
+1-937-512-4129x5810,2024-12-26 16:20:00,Inbound,Answered,8.3
+1-807-616-7359x642,2024-12-26 13:42:00,Inbound,Answered,3.6166666666666667
+1-653-683-0930x94541,2024-12-26 14:33:00,Inbound,Answered,7.983333333333333
001-440-475-8881x41257,2024-12-26 23:25:00,Inbound,Answered,6.533333333333333
729.369.3738,2024-12-26 03:41:00,Inbound,Answered,8.483333333333333
768-434-3295,2024-12-26 16:44:00,Inbound,Answered,9.066666666666666
9467424962,2024-12-26 15:08:00,Inbound,Answered,5.383333333333334
(563)737-4749x069,2024-12-26 02:30:00,Inbound,Missed,5.2
584.226.2542,2024-12-26 02:45:00,Inbound,Answered,7.8
+1-888-284-0933x62264,2024-12-26 10:59:00,Inbound,Missed,9.383333333333333
913.861.1854,2024-12-26 20:45:00,Inbound,Answered,4.4
+1-900-545-4278,2024-12-26 05:03:00,Inbound,Answered,5.7
+1-636-632-0401x83401,2024-12-26 02:14:00,Inbound,Answered,1.9833333333333334
001-602-224-5349,2024-12-26 04:18:00,Inbound,Missed,5.7
(636)849-9591x188,2024-12-26 09:23:00,Inbound,Missed,7.433333333333334
921-486-6512,2024-12-26 21:18:00,Inbound,Answered,5.833333333333333
+1-631-743-5810,2024-12-26 21:36:00,Inbound,Answered,2.033333333333333
(832)841-6865x4303,2024-12-26 19:58:00,Inbound,Answered,1.85
(215)599-9570x4141,2024-12-26 18:43:00,Inbound,Answered,1.8
981.982.4246,2024-12-26 11:05:00,Inbound,Answered,4.583333333333333
+1-510-261-4939x28872,2024-12-26 13:00:00,Inbound,Answered,2.0833333333333335
001-390-961-9023x7770,2024-12-26 20:23:00,Inbound,Answered,3.316666666666667
001-260-617-7769x5402,2024-12-26 18:06:00,Inbound,Answered,1.4666666666666666
427-513-5346x369,2024-12-26 10:03:00,Inbound,Answered,1.9333333333333333
265.573.9523x82996,2024-12-26 15:29:00,Inbound,Answered,5.366666666666666
(647)246-3453x9188,2024-12-26 17:15:00,Inbound,Missed,9.95
(364)711-7467,2024-12-26 20:39:00,Inbound,Answered,8.9
590-637-0889x7766,2024-12-26 14:41:00,Inbound,Answered,0.6666666666666666
(957)218-3382x8494,2024-12-26 03:23:00,Inbound,Answered,7.733333333333333
+1-673-869-4795x07691,2024-12-26 23:57:00,Inbound,Answered,9.166666666666666
001-207-304-3680,2024-12-26 03:54:00,Inbound,Answered,2.816666666666667
(265)542-4801,2024-12-26 22:20:00,Inbound,Answered,8.683333333333334
420-628-1447x472,2024-12-26 22:13:00,Inbound,Answered,8.983333333333333
938.791.8228x0144,2024-12-26 18:49:00,Inbound,Answered,9.283333333333333
351.522.8405,2024-12-26 07:20:00,Inbound,Answered,9.583333333333334
+1-619-974-3088,2024-12-26 14:40:00,Inbound,Answered,2.6166666666666667
890-872-9993x95167,2024-12-26 15:24:00,Inbound,Answered,7.416666666666667
001-394-923-1960x13097,2024-12-26 07:47:00,Inbound,Answered,0.7333333333333333
(837)876-7438x386,2024-12-26 14:07:00,Inbound,Answered,3.7333333333333334
840.459.8313,2024-12-26 11:34:00,Inbound,Answered,0.6166666666666667
001-829-467-3223x480,2024-12-26 15:28:00,Inbound,Answered,7.75
325-851-1967x9275,2024-12-26 13:36:00,Inbound,Answered,9.616666666666667
(426)588-8113x19001,2024-12-26 14:11:00,Inbound,Answered,6.383333333333334
6563763724,2024-12-26 03:14:00,Inbound,Answered,4.666666666666667
+1-405-676-5159x77589,2024-12-26 10:40:00,Inbound,Answered,9.5
(584)787-0121,2024-12-26 14:34:00,Inbound,Answered,1.2166666666666666
929.477.1642x778,2024-12-26 10:40:00,Inbound,Answered,8.15
001-320-244-6292x67790,2024-12-26 22:42:00,Inbound,Answered,3.3666666666666667
591-847-8262x3484,2024-12-26 08:42:00,Inbound,Answered,9.433333333333334
(463)871-1249x2113,2024-12-26 12:46:00,Inbound,Answered,4.333333333333333
(626)836-6078x5166,2024-12-26 05:12:00,Inbound,Answered,3.4833333333333334
001-687-372-6738x5368,2024-12-26 23:26:00,Inbound,Answered,1.7666666666666666
7795745660,2024-12-26 16:11:00,Inbound,Answered,6.75
5678907807,2024-12-26 02:17:00,Inbound,Answered,2.7666666666666666
563-276-1330,2024-12-26 03:06:00,Inbound,Answered,9.266666666666667
581-784-9135x07191,2024-12-26 02:54:00,Inbound,Answered,6.516666666666667
2498466286,2024-12-26 03:10:00,Inbound,Answered,1.3666666666666667
(982)425-4165x44316,2024-12-26 14:44:00,Inbound,Answered,7.7
328.899.0336x575,2024-12-26 03:17:00,Inbound,Answered,8.95
256-280-1215x56459,2024-12-26 12:43:00,Inbound,Missed,6.966666666666667
(271)854-7639x98952,2024-12-26 04:26:00,Inbound,Answered,3.4
340-922-3835x722,2024-12-26 18:59:00,Inbound,Answered,6.866666666666666
(640)210-0976x996,2024-12-26 02:02:00,Inbound,Answered,2.4166666666666665
4626536577,2024-12-26 20:01:00,Inbound,Answered,6.266666666666667
(605)702-1436,2024-12-26 19:10:00,Inbound,Answered,4.75
779-368-2731x7563,2024-12-26 19:10:00,Inbound,Answered,9.7
969.290.2667x175,2024-12-26 11:15:00,Inbound,Answered,2.5
867-786-4837x29717,2024-12-26 22:52:00,Inbound,Answered,5.45
529-208-2046x46918,2024-12-26 04:10:00,Inbound,Answered,5.6
712.935.0794x093,2024-12-26 14:01:00,Inbound,Answered,8.733333333333333
920.378.7285,2024-12-26 12:04:00,Inbound,Answered,5.5
001-536-409-1649x6691,2024-12-26 22:42:00,Inbound,Answered,5.016666666666667
(791)392-8297x3483,2024-12-26 14:26:00,Inbound,Answered,4.133333333333334
001-215-751-0202x63105,2024-12-26 01:45:00,Inbound,Answered,0.5333333333333333
(752)504-4581,2024-12-26 09:49:00,Inbound,Missed,7.216666666666667
001-605-786-9129x4887,2024-12-26 20:29:00,Inbound,Answered,4.2
336.582.4338x13999,2024-12-26 10:39:00,Inbound,Missed,5.7
503-881-7417x427,2024-12-26 12:00:00,Inbound,Answered,9.283333333333333
001-800-971-3711,2024-12-26 03:32:00,Inbound,Answered,1.1
676.867.7118,2024-12-26 19:43:00,Inbound,Answered,8.4
317.464.5820x89296,2024-12-26 17:19:00,Inbound,Answered,8.816666666666666
5535195551,2024-12-26 07:15:00,Inbound,Answered,1.4666666666666666
001-565-694-1375x5027,2024-12-26 05:16:00,Inbound,Missed,6.566666666666666
001-301-683-2981x210,2024-12-26 22:24:00,Inbound,Answered,0.6
(293)996-4901x051,2024-12-26 16:27:00,Inbound,Missed,8.35
354-619-1145,2024-12-26 07:39:00,Inbound,Answered,6.1
001-849-788-1620x30114,2024-12-26 03:41:00,Inbound,Answered,5.583333333333333
(418)742-5293,2024-12-26 11:57:00,Inbound,Answered,6.533333333333333
001-987-372-2021x6977,2024-12-26 18:59:00,Inbound,Answered,2.316666666666667
+1-652-587-0752x604,2024-12-26 12:32:00,Inbound,Missed,0.5833333333333334
695.863.3141x52845,2024-12-26 03:55:00,Inbound,Answered,6.466666666666667
331-874-4648x54469,2024-12-26 09:30:00,Inbound,Answered,3.6666666666666665
232-774-9800x7277,2024-12-26 19:35:00,Inbound,Missed,7.35
(302)738-7803,2024-12-26 07:43:00,Inbound,Answered,6.55
335-393-6731,2024-12-26 14:38:00,Inbound,Answered,0.65
575.256.4637x297,2024-12-26 19:08:00,Inbound,Answered,2.216666666666667
(356)981-2560x91138,2024-12-26 21:13:00,Inbound,Answered,7.85
962-670-2902x05295,2024-12-26 20:56:00,Inbound,Answered,8.883333333333333
819.802.5760x3257,2024-12-26 23:02:00,Inbound,Answered,3.8666666666666667
2703478470,2024-12-26 21:56:00,Inbound,Missed,1.9333333333333333
(554)790-7940,2024-12-26 19:00:00,Inbound,Answered,9.516666666666667
+1-987-585-3222,2024-12-26 00:53:00,Inbound,Answered,9.266666666666667
340.346.6526,2024-12-26 20:47:00,Inbound,Answered,3.1166666666666667
001-379-270-5857,2024-12-26 22:27:00,Inbound,Answered,7.5
(336)677-4009,2024-12-26 23:40:00,Inbound,Answered,2.6
788.650.1318,2024-12-26 09:07:00,Inbound,Answered,8.816666666666666
753.306.6091,2024-12-26 00:59:00,Inbound,Answered,0.6166666666666667
(238)963-9675,2024-12-26 06:09:00,Inbound,Answered,3.15
001-255-592-5045,2024-12-26 09:19:00,Inbound,Answered,4.766666666666667
633.951.0602,2024-12-26 23:59:00,Inbound,Answered,4.35
303.244.1200x552,2024-12-26 10:32:00,Inbound,Answered,8.516666666666667
865.734.2832,2024-12-26 11:35:00,Inbound,Answered,7.233333333333333
+1-981-462-3065x660,2024-12-26 11:58:00,Inbound,Answered,6.883333333333334
(454)985-2102,2024-12-26 00:12:00,Inbound,Answered,5.6
4135315602,2024-12-26 06:11:00,Inbound,Answered,6.716666666666667
437.731.4660x16540,2024-12-26 04:53:00,Inbound,Answered,7.8
325.648.6238,2024-12-26 19:19:00,Inbound,Answered,3.6
+1-408-850-7579,2024-12-26 22:26:00,Inbound,Answered,9.65
001-410-355-6745x384,2024-12-26 13:40:00,Inbound,Answered,5.083333333333333
001-264-752-5703x416,2024-12-26 02:22:00,Inbound,Answered,2.35
964.657.5044x1975,2024-12-26 04:50:00,Inbound,Answered,7.983333333333333
752.856.8653,2024-12-26 21:36:00,Inbound,Answered,7.983333333333333
704.837.0221,2024-12-26 01:02:00,Inbound,Answered,3.25
(547)844-3543,2024-12-26 03:07:00,Inbound,Missed,2.8833333333333333
(511)560-6061,2024-12-26 18:06:00,Inbound,Answered,6.533333333333333
(693)386-4073x233,2024-12-26 07:20:00,Inbound,Missed,7.9
+1-940-890-3326x6692,2024-12-26 12:50:00,Inbound,Answered,0.5833333333333334
519-761-7889,2024-12-26 14:19:00,Inbound,Answered,6.616666666666666
(537)936-6996x4936,2024-12-26 15:29:00,Inbound,Answered,3.8833333333333333
+1-966-566-3024x352,2024-12-26 11:38:00,Inbound,Answered,2.3833333333333333
(344)453-5716x3635,2024-12-26 05:22:00,Inbound,Answered,3.7333333333333334
801-561-2768x76004,2024-12-26 12:37:00,Inbound,Answered,5.35
+1-548-863-1988,2024-12-26 10:38:00,Inbound,Answered,1.1833333333333333
(269)835-2918,2024-12-26 11:04:00,Inbound,Answered,2.7666666666666666
401.252.0855x3043,2024-12-26 19:22:00,Inbound,Answered,7.233333333333333
001-479-946-0206x29648,2024-12-26 20:21:00,Inbound,Answered,7.683333333333334
526-377-0306x9729,2024-12-26 02:53:00,Inbound,Answered,6.15
(637)628-3161x98219,2024-12-26 01:47:00,Inbound,Answered,1.0333333333333334
904.332.1521x737,2024-12-26 05:18:00,Inbound,Answered,3.2333333333333334
342-220-3674x27797,2024-12-26 05:22:00,Inbound,Missed,3.8833333333333333
001-448-832-6456,2024-12-26 21:05:00,Inbound,Missed,8.666666666666666
661.235.4868,2024-12-26 01:41:00,Inbound,Answered,5.033333333333333
683.201.8805x604,2024-12-26 23:00:00,Inbound,Missed,2.5166666666666666
(896)350-1172x3095,2024-12-26 02:47:00,Inbound,Answered,7.683333333333334
+1-789-292-0779x959,2024-12-26 09:17:00,Inbound,Answered,8.833333333333334
(684)238-4943x676,2024-12-26 15:07:00,Inbound,Answered,9.883333333333333
001-787-943-9270x7112,2024-12-26 22:35:00,Inbound,Answered,8.95
9522760482,2024-12-26 14:28:00,Inbound,Answered,2.6666666666666665
+1-669-926-2773x730,2024-12-26 16:34:00,Inbound,Answered,6.033333333333333
+1-909-220-8329,2024-12-26 20:43:00,Inbound,Answered,7.316666666666666
(568)874-1292,2024-12-26 15:05:00,Inbound,Answered,9.05
+1-708-767-4861x0501,2024-12-26 14:08:00,Inbound,Answered,7.133333333333334
663-559-7906x649,2024-12-26 09:19:00,Inbound,Answered,2.7333333333333334
898.432.9860x491,2024-12-26 07:21:00,Inbound,Answered,2.3666666666666667
(535)294-5590,2024-12-26 17:29:00,Inbound,Missed,2.3333333333333335
001-942-511-3523x43137,2024-12-26 03:53:00,Inbound,Answered,0.85
001-901-604-2931x1066,2024-12-26 11:46:00,Inbound,Answered,2.65
(278)805-1884,2024-12-26 14:40:00,Inbound,Answered,3.15
8568601638,2024-12-26 03:47:00,Inbound,Answered,6.366666666666666
2509349983,2024-12-26 09:40:00,Inbound,Answered,9.033333333333333
001-848-748-3820,2024-12-26 23:08:00,Inbound,Answered,0.7166666666666667
001-466-425-2460,2024-12-26 23:09:00,Inbound,Answered,4.533333333333333
001-710-224-1504,2024-12-26 20:14:00,Inbound,Answered,1.3833333333333333
2106365767,2024-12-26 16:36:00,Inbound,Answered,6.333333333333333
+1-504-349-5016x0798,2024-12-26 17:59:00,Inbound,Answered,7.816666666666666
827-691-1204x103,2024-12-26 22:46:00,Inbound,Answered,0.6333333333333333
001-490-303-7529x47187,2024-12-26 10:31:00,Inbound,Answered,7.9
338-732-6354,2024-12-26 01:33:00,Inbound,Answered,8.683333333333334
435.737.0324,2024-12-26 07:31:00,Inbound,Answered,5.433333333333334
909-707-1795x8247,2024-12-26 13:29:00,Inbound,Answered,5.3
+1-784-629-2090x20722,2024-12-26 20:27:00,Inbound,Answered,8.783333333333333
001-511-814-7487x862,2024-12-26 01:52:00,Inbound,Answered,1.9
714-731-3111x880,2024-12-26 00:15:00,Inbound,Missed,7.816666666666666
538-432-3369x4217,2024-12-26 06:58:00,Inbound,Answered,4.716666666666667
4349983745,2024-12-26 10:17:00,Inbound,Answered,3.1
+1-238-954-7341x22258,2024-12-26 07:12:00,Inbound,Missed,9.216666666666667
873-854-4044x36580,2024-12-26 04:41:00,Inbound,Answered,3.683333333333333
984-661-1507x7399,2024-12-26 08:43:00,Inbound,Missed,4.75
420.839.5651x2898,2024-12-26 09:52:00,Inbound,Answered,5.283333333333333
+1-853-558-8483x8673,2024-12-26 11:11:00,Inbound,Missed,2.45
927-240-1619,2024-12-26 04:05:00,Inbound,Missed,4.983333333333333
001-871-284-1345,2024-12-26 00:15:00,Inbound,Answered,4.716666666666667
+1-363-297-8813x1566,2024-12-26 16:58:00,Inbound,Answered,7.816666666666666
001-447-222-0886x24365,2024-12-26 14:41:00,Inbound,Answered,3.8833333333333333
882.519.7573,2024-12-26 05:59:00,Inbound,Answered,8.583333333333334
710-481-8601x6821,2024-12-26 04:24:00,Inbound,Answered,2.25
427.235.5957,2024-12-26 12:58:00,Inbound,Answered,9.066666666666666
+1-948-741-3415x319,2024-12-26 18:10:00,Inbound,Missed,3.5833333333333335
706-765-5324,2024-12-26 07:51:00,Inbound,Missed,3.716666666666667
915.570.0745x4362,2024-12-26 17:04:00,Inbound,Missed,3.033333333333333
662.531.8446x72137,2024-12-26 19:04:00,Inbound,Answered,4.4
261-815-6259,2024-12-26 22:48:00,Inbound,Answered,2.55
+1-204-882-4490x09983,2024-12-26 12:05:00,Inbound,Missed,2.75
(431)894-8378x501,2024-12-26 02:27:00,Inbound,Answered,7.333333333333333
626-800-3534x69277,2024-12-26 13:33:00,Inbound,Answered,1.15
(678)600-3129x1051,2024-12-26 01:26:00,Inbound,Missed,5.166666666666667
929.968.7521x4834,2024-12-26 14:53:00,Inbound,Answered,3.7666666666666666
(224)480-7200x186,2024-12-26 00:38:00,Inbound,Answered,2.9833333333333334
454.408.0806,2024-12-26 15:41:00,Inbound,Answered,7.766666666666667
628-238-7583,2024-12-26 02:39:00,Inbound,Missed,0.8
(551)974-4351x3585,2024-12-26 10:41:00,Inbound,Answered,3.9
515-889-5272,2024-12-26 19:39:00,Inbound,Answered,2.05
8889543141,2024-12-26 14:39:00,Inbound,Answered,1.3666666666666667
+1-301-991-4893x05749,2024-12-26 19:34:00,Inbound,Answered,6.983333333333333
001-202-399-3686x896,2024-12-26 13:48:00,Inbound,Answered,7.45
532.664.1974x60893,2024-12-26 21:51:00,Inbound,Answered,9.45
001-647-953-7729x39635,2024-12-26 14:15:00,Inbound,Answered,5.716666666666667
896.227.4601,2024-12-26 09:52:00,Inbound,Missed,4.433333333333334
(680)907-0453x23002,2024-12-26 03:55:00,Inbound,Answered,4.283333333333333
+1-953-392-1226x192,2024-12-26 13:49:00,Inbound,Answered,6.233333333333333
384-732-4873,2024-12-26 00:42:00,Inbound,Answered,7.766666666666667
(381)207-5264,2024-12-26 11:05:00,Inbound,Answered,8.666666666666666
+1-783-566-7560,2024-12-26 05:51:00,Inbound,Answered,1.5333333333333334
(302)229-4174x5280,2024-12-26 21:05:00,Inbound,Answered,9.2
001-224-276-3601,2024-12-26 15:42:00,Inbound,Answered,7.783333333333333
522.443.4062x655,2024-12-26 23:32:00,Inbound,Answered,1.3666666666666667
(255)588-0822x70712,2024-12-26 12:21:00,Inbound,Answered,5.683333333333334
001-831-502-9820x9252,2024-12-26 03:00:00,Inbound,Answered,2.3666666666666667
(616)704-4025x17675,2024-12-26 14:54:00,Inbound,Missed,5.083333333333333
532.325.3876,2024-12-26 03:36:00,Inbound,Answered,6.7
(201)284-7246x018,2024-12-26 08:18:00,Inbound,Missed,5.283333333333333
(631)293-1927,2024-12-26 14:52:00,Inbound,Answered,6.483333333333333
766.869.2199x465,2024-12-26 20:06:00,Inbound,Missed,7.633333333333334
773-216-1015x5475,2024-12-26 13:40:00,Inbound,Answered,4.7
8064021602,2024-12-26 17:53:00,Inbound,Answered,5.95
001-661-943-4421x8060,2024-12-26 02:41:00,Inbound,Missed,1.3
557.350.3615,2024-12-26 13:30:00,Inbound,Answered,3.6
(223)312-2079x2034,2024-12-26 10:35:00,Inbound,Answered,1.1833333333333333
+1-760-710-5991x797,2024-12-26 11:35:00,Inbound,Answered,0.5
831-560-9682x63011,2024-12-26 07:33:00,Inbound,Missed,1.3833333333333333
547-935-9490x2538,2024-12-26 11:22:00,Inbound,Answered,5.983333333333333
001-732-765-2993x90459,2024-12-26 05:44:00,Inbound,Answered,4.116666666666666
+1-212-451-5843x0912,2024-12-26 02:36:00,Inbound,Answered,5.366666666666666
975-712-9489,2024-12-26 17:25:00,Inbound,Missed,8.55
473.705.8305x896,2024-12-26 21:36:00,Inbound,Answered,5.266666666666667
243-242-7888x3434,2024-12-26 03:53:00,Inbound,Answered,2.216666666666667
(277)666-7275,2024-12-26 18:06:00,Inbound,Answered,7.85
001-726-846-0996,2024-12-26 17:24:00,Inbound,Answered,3.65
001-244-755-1209x4069,2024-12-26 06:37:00,Inbound,Answered,4.8
001-550-317-8986x5865,2024-12-26 11:55:00,Inbound,Answered,8.883333333333333
+1-928-943-7713,2024-12-26 11:59:00,Inbound,Answered,6.7
418-276-0438x965,2024-12-26 22:01:00,Inbound,Missed,6.2
(718)585-0901,2024-12-26 05:02:00,Inbound,Answered,5.683333333333334
420-220-8295x374,2024-12-26 08:03:00,Inbound,Answered,2.4
(685)684-5442,2024-12-26 03:30:00,Inbound,Answered,2.15
001-570-393-4058x19715,2024-12-26 04:59:00,Inbound,Answered,0.7166666666666667
001-409-394-1218x360,2024-12-26 08:44:00,Inbound,Answered,9.916666666666666
(946)627-7108x675,2024-12-26 06:44:00,Inbound,Answered,2.716666666666667
562-986-0663x79774,2024-12-26 05:55:00,Inbound,Missed,6.15
(736)237-0686,2024-12-26 20:33:00,Inbound,Answered,6.65
+1-467-876-4195x6225,2024-12-26 05:13:00,Inbound,Answered,6.666666666666667
+1-474-658-9671x108,2024-12-26 22:22:00,Inbound,Answered,9.516666666666667
001-998-553-5597x88382,2024-12-26 02:34:00,Inbound,Missed,6.833333333333333
(339)677-7158,2024-12-26 06:02:00,Inbound,Answered,4.55
939.239.6995,2024-12-26 21:26:00,Inbound,Answered,5.2
253-765-0510,2024-12-26 16:51:00,Inbound,Answered,4.083333333333333
7209157958,2024-12-26 15:50:00,Inbound,Answered,7.05
(670)745-8984x1439,2024-12-26 19:14:00,Inbound,Answered,1.9833333333333334
596-511-6940x37271,2024-12-26 19:46:00,Inbound,Missed,2.3
995-841-0938,2024-12-26 15:19:00,Inbound,Answered,2.716666666666667
+1-535-332-7358x91166,2024-12-26 23:14:00,Inbound,Answered,2.55
515-377-5214x4320,2024-12-26 19:16:00,Inbound,Answered,1.2
+1-763-949-6363,2024-12-26 21:56:00,Inbound,Missed,3.75
+1-424-240-0179x2036,2024-12-26 21:41:00,Inbound,Answered,3.783333333333333
602-289-9439x581,2024-12-26 21:19:00,Inbound,Answered,8.1
772-727-5615x70908,2024-12-26 11:01:00,Inbound,Answered,2.183333333333333
001-780-381-1843,2024-12-26 21:24:00,Inbound,Missed,1.7666666666666666
(948)803-3573,2024-12-26 10:47:00,Inbound,Answered,9.816666666666666
991.493.1204,2024-12-26 05:09:00,Inbound,Missed,6.35
(393)944-4650x0730,2024-12-26 15:00:00,Inbound,Missed,5.633333333333334
655.357.4803,2024-12-26 02:19:00,Inbound,Missed,8.583333333333334
8657961583,2024-12-26 16:00:00,Inbound,Answered,3.933333333333333
+1-323-952-6665,2024-12-26 15:05:00,Inbound,Answered,9.6
589.315.0730x842,2024-12-26 21:33:00,Inbound,Answered,3.1166666666666667
001-513-453-1348x6126,2024-12-26 10:20:00,Inbound,Answered,1.2333333333333334
298-726-7956x335,2024-12-26 09:22:00,Inbound,Answered,2.6666666666666665
(915)987-2949x671,2024-12-26 20:11:00,Inbound,Answered,3.7666666666666666
460-775-5808,2024-12-26 01:55:00,Inbound,Missed,7.633333333333334
001-347-758-8723,2024-12-26 12:00:00,Inbound,Answered,9.883333333333333
+1-557-825-3209x4243,2024-12-26 17:19:00,Inbound,Answered,4.8
596-817-0191x426,2024-12-26 02:31:00,Inbound,Missed,6.416666666666667
001-725-289-8032x807,2024-12-26 10:35:00,Inbound,Answered,6.733333333333333
227.353.4143,2024-12-26 15:45:00,Inbound,Answered,8.15
(994)523-7652x13289,2024-12-26 15:25:00,Inbound,Answered,2.5
602.396.8258x3795,2024-12-26 01:17:00,Inbound,Answered,7.933333333333334
001-581-979-5343x99335,2024-12-26 01:56:00,Inbound,Answered,1.65
565-372-5269x701,2024-12-26 12:35:00,Inbound,Answered,8.733333333333333
(587)829-5050,2024-12-26 09:47:00,Inbound,Answered,7.65
+1-877-993-4419x819,2024-12-26 02:37:00,Inbound,Missed,9.433333333333334
448.535.6828,2024-12-26 22:00:00,Inbound,Answered,9.083333333333334
319-644-5943,2024-12-26 03:04:00,Inbound,Answered,0.8666666666666667
001-279-524-3584x02622,2024-12-26 20:59:00,Inbound,Answered,3.3333333333333335
907-638-3029,2024-12-26 20:16:00,Inbound,Missed,5.166666666666667
604-505-5601x671,2024-12-26 17:18:00,Inbound,Answered,2.7
(658)249-3660,2024-12-26 13:07:00,Inbound,Answered,5.433333333333334
+1-433-452-7625x9996,2024-12-26 15:47:00,Inbound,Answered,1.2666666666666666
253-751-9567,2024-12-26 19:48:00,Inbound,Answered,1.5333333333333334
001-690-424-6601x25449,2024-12-26 18:55:00,Inbound,Answered,3.7333333333333334
695.837.4387x771,2024-12-26 01:24:00,Inbound,Answered,7.283333333333333
778.405.8105,2024-12-26 15:21:00,Inbound,Answered,8.933333333333334
497.830.3222x581,2024-12-26 19:30:00,Inbound,Answered,9.583333333333334
+1-265-667-0994x5692,2024-12-26 22:14:00,Inbound,Answered,9.25
001-747-378-6607,2024-12-26 06:25:00,Inbound,Missed,1.7666666666666666
+1-343-317-8577x4200,2024-12-26 10:58:00,Inbound,Answered,3.316666666666667
001-717-697-3241x7382,2024-12-26 20:39:00,Inbound,Answered,7.966666666666667
+1-723-859-2255x397,2024-12-26 16:14:00,Inbound,Answered,9.183333333333334
(814)528-2804,2024-12-26 17:06:00,Inbound,Answered,7.05
